12:53:57,6,0.01,43.77091,-0.04143,7.14,1.11,6.60,30.74,37.37,0
12:54:00,6,0.01,43.77090,-0.04141,7.12,0.98,6.66,30.76,37.28,0
12:54:03,6,0.04,43.77091,-0.04141,7.14,1.06,6.74,30.77,37.41,0
12:54:06,6,0.20,43.77093,-0.04139,7.14,1.08,6.68,30.78,37.33,0
12:54:09,6,0.01,43.77093,-0.04141,7.14,1.02,6.68,30.79,37.50,0
12:54:12,8,0.03,43.77093,-0.04142,7.11,1.07,6.68,30.80,37.30,0
12:54:15,8,0.01,43.77093,-0.04142,7.15,1.04,6.72,30.81,37.70,0
12:54:18,8,0.02,43.77093,-0.04142,7.13,1.04,6.71,30.82,37.54,0
12:54:21,8,0.01,43.77093,-0.04142,7.11,1.03,6.65,30.83,37.57,0
12:54:24,7,0.00,43.77093,-0.04142,7.08,1.03,6.70,30.83,37.69,0
12:54:27,7,0.02,43.77093,-0.04142,7.14,1.07,6.71,30.84,37.47,0
12:54:30,6,0.02,43.77093,-0.04142,7.06,1.13,6.68,30.84,37.42,0
12:54:33,6,0.04,43.77093,-0.04142,7.17,1.02,6.78,30.85,37.43,0
12:54:36,6,0.08,43.77093,-0.04142,7.15,1.14,6.43,30.86,37.47,0
12:54:39,7,0.07,43.77093,-0.04142,7.68,0.88,7.12,30.86,37.38,0
12:54:42,6,1.47,43.77092,-0.04141,6.79,0.78,7.57,30.87,37.43,0
12:54:45,7,0.11,43.77091,-0.04141,6.49,1.05,7.09,30.88,37.55,0
12:54:48,7,1.12,43.77090,-0.04142,8.18,0.91,7.91,30.88,37.51,0
12:54:51,5,2.11,43.77088,-0.04143,6.90,0.41,6.72,30.89,37.43,0
12:54:54,6,1.28,43.77086,-0.04144,7.05,0.83,5.41,30.88,37.51,0
12:54:57,5,0.56,43.77088,-0.04143,7.16,0.94,6.67,30.88,37.47,0
12:55:00,6,0.55,43.77088,-0.04142,7.10,0.96,6.77,30.88,37.36,0
12:55:03,6,0.38,43.77088,-0.04142,7.12,1.01,6.81,30.87,37.47,0
12:55:06,7,0.45,43.77088,-0.04141,7.05,0.96,6.78,30.87,37.48,0
