19:00:28,10,2.30,38.71069,-0.47118,-9.30,-1.37,3.75,24.49,521.58,0
19:00:31,10,7.52,38.71065,-0.47130,-7.70,-0.40,2.38,24.48,522.04,0
19:00:34,10,9.50,38.71062,-0.47146,-8.99,0.16,2.84,24.44,522.15,0
19:00:37,10,8.03,38.71060,-0.47160,-9.10,-0.34,3.13,24.42,522.01,0
19:00:40,10,7.73,38.71058,-0.47174,-9.29,-0.58,4.01,24.41,522.46,0
19:00:43,10,8.65,38.71056,-0.47189,-9.17,-0.64,3.37,24.41,522.87,0
19:00:46,10,9.13,38.71053,-0.47205,-8.68,-1.01,3.31,24.39,522.80,0
19:00:49,10,9.28,38.71051,-0.47221,-9.40,-1.02,3.70,24.37,523.30,1
19:00:52,10,9.41,38.71049,-0.47238,-9.06,-1.00,3.38,24.35,523.59,1
19:00:55,10,10.89,38.71046,-0.47257,-8.12,-1.50,4.45,24.33,524.02,1
19:00:58,10,10.54,38.71043,-0.47276,-8.25,-2.04,4.91,24.36,524.64,1
19:01:01,10,11.76,38.71040,-0.47296,-8.39,-1.40,5.10,24.38,524.37,1
19:01:04,10,10.95,38.71037,-0.47316,-8.13,-1.14,5.43,24.40,524.58,1
19:01:07,10,9.14,38.71034,-0.47332,-7.77,-1.71,5.48,24.41,524.74,1
19:01:10,10,8.62,38.71024,-0.47339,-9.03,-2.04,4.77,24.43,524.84,1
19:01:13,10,10.95,38.71009,-0.47336,-8.13,-0.67,4.51,24.43,524.38,1
19:01:16,10,10.25,38.70995,-0.47332,-10.43,0.29,3.31,24.44,523.54,1
19:01:19,10,7.95,38.70984,-0.47336,-8.51,-0.35,3.67,24.45,523.84,1
19:01:22,10,11.16,38.70977,-0.47352,-8.65,-0.80,4.46,24.45,523.81,1
19:01:25,10,14.13,38.70970,-0.47375,-8.33,-0.98,4.76,24.46,523.71,1
19:01:28,10,15.59,38.70961,-0.47400,-8.60,-0.03,4.36,24.46,523.47,1
19:01:31,10,15.25,38.70953,-0.47425,-8.71,-0.37,4.70,24.47,522.72,1
19:01:34,10,13.19,38.70945,-0.47447,-8.39,-0.07,4.60,24.47,522.47,1
19:01:37,10,11.21,38.70938,-0.47465,-8.32,0.14,5.49,24.48,522.25,1
19:01:40,10,7.01,38.70934,-0.47478,-8.99,-0.56,5.20,24.49,522.13,1
19:01:43,9,6.90,38.70925,-0.47483,-7.80,-1.77,5.79,24.49,521.95,1
19:01:46,10,11.78,38.70910,-0.47481,-7.80,-0.29,5.16,24.49,520.70,1
19:01:49,10,13.15,38.70892,-0.47476,-8.15,-1.08,6.38,24.50,519.55,1
19:01:52,10,12.88,38.70874,-0.47470,-8.25,-0.31,5.54,24.51,518.81,1
19:01:55,10,11.06,38.70858,-0.47468,-7.91,-0.87,5.68,24.52,518.40,1
