0,43.770655,-0.040553
1,43.770667,-0.040566
2,43.770674,-0.040573
3,43.770682,-0.04058
4,43.770689,-0.040587
5,43.770697,-0.040594
6,43.770704,-0.040601
7,43.770712,-0.040608
8,43.770719,-0.040615
9,43.770727,-0.040622
10,43.770734,-0.040629
11,43.770741,-0.040636
12,43.770749,-0.040643
13,43.770756,-0.04065
14,43.770764,-0.040657
15,43.770771,-0.040664
16,43.770779,-0.040671
17,43.770786,-0.040678
18,43.770794,-0.040685
19,43.770801,-0.040692
20,43.770809,-0.040699
21,43.770816,-0.040706
22,43.770823,-0.040713
23,43.770831,-0.04072
24,43.770838,-0.040727
25,43.770846,-0.040734
26,43.770853,-0.040741
27,43.770861,-0.040748
28,43.770868,-0.040755
29,43.770876,-0.040761
30,43.770883,-0.040768
31,43.770891,-0.040775
32,43.770898,-0.040782
33,43.770905,-0.040789
34,43.770913,-0.040796
35,43.77092,-0.040803
36,43.770928,-0.04081
37,43.770935,-0.040817
38,43.770943,-0.040824
39,43.77095,-0.040831
40,43.770958,-0.040838
41,43.770965,-0.040845
42,43.770973,-0.040852
43,43.77098,-0.040858
44,43.770988,-0.040865
45,43.770996,-0.040871
46,43.771003,-0.040878
47,43.771011,-0.040885
48,43.771018,-0.040891
49,43.771026,-0.040898
50,43.771034,-0.040905
51,43.771041,-0.040911
52,43.771049,-0.040918
53,43.771056,-0.040925
54,43.771064,-0.040931
55,43.771072,-0.040938
56,43.771079,-0.040945
57,43.771087,-0.040951
58,43.771094,-0.040958
59,43.771102,-0.040965
60,43.77111,-0.040971
61,43.771117,-0.040978
62,43.771125,-0.040985
63,43.771132,-0.040991
64,43.77114,-0.040998
65,43.771148,-0.041005
66,43.771154,-0.041013
67,43.77116,-0.041022
68,43.771167,-0.04103
69,43.771173,-0.041039
70,43.77118,-0.041048
71,43.771186,-0.041056
72,43.771193,-0.041065
73,43.771199,-0.041074
74,43.771206,-0.041082
75,43.771212,-0.041091
76,43.771219,-0.041099
77,43.771225,-0.041108
78,43.771232,-0.041117
79,43.771238,-0.041125
80,43.771245,-0.041134
81,43.771251,-0.041142
82,43.771258,-0.041151
83,43.771264,-0.041159
84,43.77127,-0.041168
85,43.771277,-0.041177
86,43.771283,-0.041185
87,43.77129,-0.041194
88,43.771296,-0.041202
89,43.771303,-0.041211
90,43.771309,-0.04122
91,43.771316,-0.041228
92,43.771322,-0.041237
93,43.771329,-0.041245
94,43.771335,-0.041254
95,43.771342,-0.041262
96,43.771348,-0.041271
97,43.771355,-0.04128
98,43.771361,-0.041288
99,43.771368,-0.041297
100,43.771374,-0.041305
101,43.771381,-0.041314
102,43.771387,-0.041322
103,43.771394,-0.041331
104,43.771401,-0.041339
105,43.771407,-0.041347
106,43.771414,-0.041356
107,43.771421,-0.041364
