000252,20.30,19.78,0.00,50.14,0.00,0.00,9.00,0.00,427.00
000259,20.20,19.78,0.00,50.14,0.00,0.00,8.40,0.00,427.00
000305,20.30,19.77,0.00,50.14,0.00,0.00,9.00,0.00,426.00
000312,20.30,19.78,0.00,50.16,0.00,0.00,9.00,0.00,426.00
000319,20.30,19.78,0.00,50.10,0.00,0.00,9.00,0.00,425.00
000326,20.30,19.79,0.00,50.10,0.00,0.00,9.00,0.00,426.00
000332,20.30,19.78,0.00,50.11,0.00,0.00,8.90,0.00,426.00
000339,20.30,19.77,0.00,50.11,0.00,0.00,9.00,0.00,426.00
000346,20.30,19.78,0.00,50.07,0.00,0.00,8.10,0.00,425.00
000353,20.30,19.78,0.00,50.11,0.00,0.00,9.00,0.00,426.00
000359,20.30,19.79,0.00,50.10,0.00,0.00,9.00,0.00,426.00
000406,20.30,19.77,0.00,50.07,0.00,0.00,8.00,0.00,426.00
000413,20.30,19.78,0.00,50.02,0.00,0.00,9.00,0.00,425.00
000420,20.30,19.78,0.00,50.02,0.00,0.00,8.50,0.00,426.00
000426,20.30,19.76,0.00,49.98,0.00,0.00,9.00,0.00,426.00
000433,20.30,19.78,0.00,49.98,0.00,0.00,9.00,0.00,425.00
000440,20.30,19.80,0.00,49.99,0.00,0.00,9.00,0.00,425.00
000447,20.20,19.77,0.00,50.06,0.00,0.00,9.00,0.00,426.00
000453,20.20,19.78,0.00,50.10,0.00,0.00,9.00,0.00,426.00
000500,20.30,19.78,0.00,50.11,0.00,0.00,9.00,0.00,426.00
000507,20.20,19.78,0.00,50.12,0.00,0.00,8.60,0.00,426.00
000514,20.30,19.78,0.00,50.13,0.00,0.00,9.00,0.00,425.00
000520,20.20,19.78,0.00,50.12,0.00,0.00,9.00,0.00,426.00
000527,20.20,19.76,0.00,50.12,0.00,0.00,8.80,0.00,425.00
000534,20.20,19.77,0.00,50.12,0.00,0.00,9.00,0.00,426.00
000541,20.20,19.79,0.00,50.15,0.00,0.00,8.40,0.00,425.00
000547,20.20,19.78,0.00,50.09,0.00,0.00,9.00,0.00,425.00
000554,20.20,19.78,0.00,50.05,0.00,0.00,9.00,0.00,425.00
000601,20.20,19.79,0.00,50.05,0.00,0.00,9.00,0.00,426.00
000608,20.20,19.79,0.00,50.05,0.00,0.00,9.00,0.00,427.00
000615,20.20,19.78,0.00,50.04,0.00,0.00,9.00,0.00,427.00
000621,20.20,19.80,0.00,50.10,0.00,0.00,9.00,0.00,426.00
000628,20.20,19.76,0.00,50.10,0.00,0.00,9.00,0.00,427.00
000635,20.20,19.78,0.00,50.09,0.00,0.00,9.00,0.00,426.00
000642,20.20,19.78,0.00,50.07,0.00,0.00,9.00,0.00,426.00
000648,20.20,19.78,0.00,50.11,0.00,0.00,9.00,0.00,425.00
000655,20.20,19.78,0.00,50.13,0.00,0.00,9.00,0.00,426.00
000702,20.20,19.77,0.00,50.13,0.00,0.00,9.00,0.00,426.00
000709,20.30,19.77,0.00,50.07,0.00,0.00,9.00,0.00,425.00
000715,20.30,19.78,0.00,50.07,0.00,0.00,9.00,0.00,425.00
000722,20.20,19.77,0.00,50.07,0.00,0.00,9.00,0.00,425.00
000729,20.20,19.78,0.00,50.05,0.00,0.00,9.00,0.00,425.00
000736,20.30,19.77,0.00,50.06,0.00,0.00,9.00,0.00,425.00
000742,20.20,19.77,0.00,50.04,0.00,0.00,9.00,0.00,427.00
000749,20.30,19.77,2.70,50.01,0.00,0.00,9.00,0.00,426.00
000756,20.30,19.77,0.00,50.02,0.00,0.00,9.00,0.00,426.00
000803,20.30,19.77,0.00,50.06,0.00,0.00,9.00,0.00,427.00
000809,20.30,19.76,0.00,50.08,0.00,0.00,8.50,0.00,426.00
000816,20.30,19.78,0.00,50.09,0.00,0.00,9.00,0.00,426.00
000823,20.30,19.77,0.00,50.09,0.00,0.00,7.40,0.00,426.00
000830,20.30,19.78,0.00,50.09,0.00,0.00,9.00,0.00,427.00
000836,20.20,19.77,0.00,50.11,0.00,0.00,9.00,0.00,427.00
000843,20.20,19.76,0.00,50.14,0.00,0.00,9.00,0.00,426.00
000850,20.20,19.76,0.00,50.13,0.00,0.00,9.00,0.00,426.00
000857,20.20,19.76,0.00,50.13,0.00,0.00,9.00,0.00,425.00
000903,20.30,19.75,0.00,50.16,0.00,0.00,9.00,0.00,427.00
000910,20.30,19.77,0.00,50.12,0.00,0.00,9.00,0.00,426.00
000917,20.20,19.77,0.00,50.07,0.00,0.00,9.00,0.00,426.00
000924,20.20,19.76,0.00,50.03,0.00,0.00,9.00,0.00,430.00
000930,20.30,19.76,0.00,50.07,0.00,0.00,9.00,0.00,428.00
000937,20.30,19.76,0.00,50.04,0.00,0.00,9.00,0.00,426.00
000944,20.30,19.77,0.00,50.06,0.00,0.00,8.20,0.00,425.00
000951,20.30,19.75,0.00,50.05,0.00,0.00,9.00,0.00,425.00
000957,20.20,19.77,0.00,50.07,0.00,0.00,9.00,0.00,426.00
001004,20.30,19.76,0.00,50.06,0.00,0.00,9.00,0.00,426.00
001011,20.20,19.77,0.00,49.94,0.00,0.00,9.00,0.00,425.00
001018,20.20,19.77,0.00,49.92,0.00,0.00,8.30,0.00,425.00
001025,20.20,19.75,0.00,49.91,0.00,0.00,9.00,0.00,425.00
001031,20.20,19.75,0.00,49.88,0.00,0.00,9.00,0.00,425.00
001038,20.30,19.77,0.00,49.83,0.00,0.00,9.00,0.00,425.00
001045,20.20,19.78,0.00,49.79,0.00,0.00,9.00,0.00,425.00
001052,20.20,19.77,0.00,49.77,0.00,0.00,8.20,0.00,425.00
001058,20.20,19.75,0.00,49.82,0.00,0.00,9.00,0.00,426.00
001105,20.20,19.76,0.00,49.92,0.00,0.00,8.80,0.00,425.00
001112,20.20,19.77,0.00,49.96,0.00,0.00,9.00,0.00,426.00
001119,20.20,19.78,0.00,50.02,0.00,0.00,9.00,0.00,425.00
001125,20.20,19.77,0.00,50.02,0.00,0.00,9.00,0.00,425.00
001132,20.20,19.77,0.00,50.03,0.00,0.00,9.00,0.00,425.00
001139,20.20,19.78,0.00,50.01,0.00,0.00,8.10,0.00,424.00
001146,20.20,19.75,0.00,49.93,0.00,0.00,8.90,0.00,425.00
001152,20.20,19.76,0.00,49.95,0.00,0.00,9.00,0.00,425.00
001159,20.20,19.77,0.00,49.93,0.00,0.00,9.00,0.00,425.00
001206,20.20,19.76,0.00,49.95,0.00,0.00,9.00,0.00,425.00
001213,20.20,19.77,0.00,49.99,0.00,0.00,8.00,0.00,426.00
001219,20.20,19.77,0.00,49.98,0.00,0.00,9.00,0.00,425.00
001226,20.20,19.76,0.00,49.99,0.00,0.00,8.50,0.00,425.00
001233,20.30,19.77,0.00,49.99,0.00,0.00,9.00,0.00,426.00
001240,20.20,19.77,0.00,49.96,0.00,0.00,8.90,0.00,426.00
001246,20.20,19.77,0.00,49.88,0.00,0.00,8.80,0.00,425.00
001253,20.20,19.77,0.00,49.87,0.00,0.00,9.00,0.00,427.00
001300,20.20,19.77,0.00,49.92,0.00,0.00,7.40,0.00,426.00
001307,20.20,19.76,0.00,49.93,0.00,0.00,9.00,0.00,425.00
001313,20.20,19.75,0.00,49.97,0.00,0.00,8.70,0.00,424.00
001320,20.30,19.76,0.00,49.98,0.00,0.00,9.00,0.00,424.00
001327,20.20,19.76,0.00,49.93,0.00,0.00,9.00,0.00,425.00
001334,20.30,19.77,0.00,49.87,0.00,0.00,8.30,0.00,427.00
001340,20.20,19.77,0.00,49.90,0.00,0.00,9.00,0.00,427.00
001347,20.20,19.77,0.00,49.96,0.00,0.00,7.80,0.00,426.00
001354,20.20,19.77,0.00,50.02,0.00,0.00,9.00,0.00,426.00
001401,20.20,19.76,0.00,50.02,0.00,0.00,9.00,0.00,426.00
001407,20.30,19.75,0.00,49.99,0.00,0.00,8.50,0.00,427.00
001414,20.30,19.76,0.00,50.04,0.00,0.00,9.00,0.00,427.00
001421,20.30,19.76,0.00,50.04,0.00,0.00,8.20,0.00,426.00
001428,20.30,19.76,0.00,50.04,0.00,0.00,9.00,0.00,425.00
001435,20.30,19.77,0.00,50.06,0.00,0.00,8.10,0.00,425.00
001441,20.30,19.78,0.00,50.08,0.00,0.00,8.40,0.00,425.00
001448,20.30,19.77,0.00,50.12,0.00,0.00,8.90,0.00,425.00
001455,20.30,19.75,0.00,50.08,0.00,0.00,7.60,0.00,425.00
001502,20.20,19.75,0.00,50.04,0.00,0.00,9.00,0.00,425.00
001508,20.30,19.76,0.00,49.95,0.00,0.00,6.60,0.00,425.00
001515,20.30,19.75,0.00,49.96,0.00,0.00,9.00,0.00,425.00
001522,20.20,19.76,0.00,49.99,0.00,0.00,8.10,0.00,425.00
001529,20.20,19.76,0.00,49.94,0.00,0.00,8.20,0.00,425.00
001535,20.20,19.76,0.00,49.93,0.00,0.00,9.00,0.00,425.00
001542,20.20,19.75,0.00,49.95,0.00,0.00,7.10,0.00,425.00
001549,20.20,19.76,0.00,49.97,0.00,0.00,9.00,0.00,425.00
001556,20.20,19.76,0.00,50.02,0.00,0.00,9.00,0.00,425.00
001602,20.20,19.75,0.00,50.05,0.00,0.00,9.00,0.00,425.00
001609,20.20,19.74,0.00,50.01,0.00,0.00,9.00,0.00,427.00
001616,20.20,19.74,0.00,50.02,0.00,0.00,9.00,0.00,426.00
001623,20.30,19.74,0.00,50.01,0.00,0.00,9.00,0.00,427.00
001629,20.30,19.74,0.00,49.96,0.00,0.00,6.90,0.00,426.00
001636,20.30,19.75,0.00,49.95,0.00,0.00,9.00,0.00,426.00
001643,20.30,19.74,0.00,49.99,0.00,0.00,9.00,0.00,426.00
001650,20.30,19.74,0.00,49.98,0.00,0.00,8.20,0.00,426.00
001656,20.30,19.75,0.00,50.03,0.00,0.00,9.00,0.00,426.00
001703,20.30,19.75,0.00,50.04,0.00,0.00,6.80,0.00,426.00
001710,20.30,19.75,0.00,50.05,0.00,0.00,9.00,0.00,426.00
001717,20.30,19.74,0.00,50.02,0.00,0.00,8.60,0.00,428.00
001723,20.30,19.76,0.00,50.02,0.00,0.00,8.20,0.00,428.00
001730,20.30,19.76,0.00,50.09,0.00,0.00,9.00,0.00,427.00
001737,20.30,19.76,0.00,50.10,0.00,0.00,8.30,0.00,426.00
001744,20.30,19.75,0.00,50.13,0.00,0.00,9.00,0.00,426.00
001750,20.30,19.73,0.00,50.16,0.00,0.00,8.10,0.00,426.00
001757,20.30,19.75,0.00,50.13,0.00,0.00,9.00,0.00,428.00
001804,20.30,19.75,0.00,50.13,0.00,0.00,9.00,0.00,429.00
001811,20.30,19.75,0.00,50.09,0.00,0.00,9.00,0.00,427.00
001818,20.30,19.76,0.00,50.14,0.00,0.00,9.00,0.00,428.00
001824,20.30,19.74,0.00,50.04,0.00,0.00,8.20,0.00,427.00
001831,20.30,19.74,0.00,50.02,0.00,0.00,9.00,0.00,427.00
001838,20.30,19.74,0.00,50.02,0.00,0.00,9.00,0.00,428.00
001845,20.30,19.73,0.00,50.08,0.00,0.00,9.00,0.00,427.00
001851,20.30,19.73,0.00,50.08,0.00,0.00,9.00,0.00,427.00
001858,20.30,19.74,0.00,50.09,0.00,0.00,9.00,0.00,426.00
001905,20.30,19.74,0.00,50.12,0.00,0.00,9.00,0.00,427.00
001912,20.30,19.74,0.00,50.08,0.00,0.00,9.00,0.00,427.00
001918,20.30,19.75,0.00,50.08,0.00,0.00,9.00,0.00,427.00
001925,20.30,19.75,0.00,50.07,0.00,0.00,9.00,0.00,426.00
001932,20.30,19.74,0.00,50.09,0.00,0.00,7.90,0.00,426.00
001939,20.30,19.73,0.00,50.02,0.00,0.00,9.00,0.00,426.00
001945,20.30,19.74,0.00,50.00,0.00,0.00,8.50,0.00,425.00
001952,20.30,19.75,0.00,50.04,0.00,0.00,9.00,0.00,427.00
001959,20.30,19.73,0.00,49.98,0.00,0.00,9.00,0.00,426.00
002006,20.30,19.75,0.00,49.96,0.00,0.00,9.00,0.00,426.00
002012,20.30,19.73,0.00,49.94,0.00,0.00,9.00,0.00,426.00
002019,20.30,19.74,0.00,49.95,0.00,0.00,9.00,0.00,426.00
002026,20.30,19.75,0.00,49.92,0.00,0.00,9.00,0.00,426.00
002033,20.20,19.75,0.00,49.95,0.00,0.00,9.00,0.00,425.00
002039,20.20,19.73,0.00,49.98,0.00,0.00,9.00,0.00,425.00
002046,20.20,19.73,0.00,49.99,0.00,0.00,9.00,0.00,425.00
002053,20.20,19.74,0.00,49.93,0.00,0.00,8.60,0.00,425.00
002100,20.20,19.73,0.00,49.97,0.00,0.00,9.00,0.00,425.00
002107,20.20,19.74,0.00,49.96,0.00,0.00,7.70,0.00,425.00
002113,20.20,19.75,0.00,49.99,0.00,0.00,9.00,0.00,425.00
002120,20.20,19.74,0.00,49.98,0.00,0.00,8.80,0.00,424.00
002127,20.30,19.75,0.00,49.99,0.00,0.00,9.00,0.00,425.00
002134,20.30,19.74,0.00,49.99,0.00,0.00,9.00,0.00,425.00
002140,20.20,19.75,0.00,50.02,0.00,0.00,6.90,0.00,425.00
002147,20.20,19.76,0.00,50.04,0.00,0.00,9.00,0.00,425.00
002154,20.20,19.75,0.00,50.02,0.00,0.00,8.90,0.00,425.00
002201,20.20,19.75,0.00,50.01,0.00,0.00,9.00,0.00,425.00
002207,20.20,19.76,0.00,50.03,0.00,0.00,9.00,0.00,426.00
002214,20.20,19.74,0.00,50.04,0.00,0.00,9.00,0.00,425.00
002221,20.20,19.74,0.00,50.05,0.00,0.00,9.00,0.00,425.00
002228,20.20,19.74,0.00,50.08,0.00,0.00,9.00,0.00,425.00
002234,20.20,19.73,0.00,50.02,0.00,0.00,9.00,0.00,425.00
002241,20.20,19.75,0.00,50.01,0.00,0.00,8.80,0.00,426.00
002248,20.20,19.75,0.00,50.01,0.00,0.00,9.00,0.00,426.00
002255,20.20,19.75,0.00,50.01,0.00,0.00,9.00,0.00,426.00
002301,20.20,19.74,0.00,50.04,0.00,0.00,7.90,0.00,426.00
002308,20.20,19.73,0.00,50.06,0.00,0.00,9.00,0.00,427.00
002315,20.20,19.76,0.00,49.98,0.00,0.00,8.70,0.00,427.00
002322,20.20,19.75,0.00,49.98,0.00,0.00,9.00,0.00,427.00
002328,20.20,19.73,0.00,50.05,0.00,0.00,9.00,0.00,426.00
002335,20.20,19.74,0.00,50.06,0.00,0.00,8.50,0.00,426.00
002342,20.20,19.75,0.00,50.09,0.00,0.00,9.00,0.00,426.00
002349,20.20,19.72,0.00,50.04,0.00,0.00,7.10,0.00,426.00
002355,20.20,19.74,0.00,50.05,0.00,0.00,8.90,0.00,426.00
002402,20.20,19.75,0.00,50.06,0.00,0.00,8.50,0.00,425.00
002409,20.20,19.74,0.00,50.04,0.00,0.00,8.70,0.00,426.00
002416,20.20,19.74,0.00,50.04,0.00,0.00,8.90,0.00,426.00
002422,20.30,19.74,0.00,50.03,0.00,0.00,6.90,0.00,426.00
002429,20.20,19.74,0.00,49.98,0.00,0.00,9.00,0.00,427.00
002436,20.30,19.73,0.00,49.97,0.00,0.00,8.50,0.00,428.00
002443,20.20,19.75,0.00,49.99,0.00,0.00,9.00,0.00,426.00
002449,20.30,19.73,0.00,50.01,0.00,0.00,9.00,0.00,429.00
002456,20.20,19.73,0.00,49.98,0.00,0.00,9.00,0.00,428.00
002503,20.30,19.73,0.00,50.02,0.00,0.00,9.00,0.00,427.00
002510,20.30,19.74,0.00,50.03,0.00,0.00,8.70,0.00,426.00
002517,20.20,19.72,0.00,50.01,0.00,0.00,9.00,0.00,426.00
002523,20.30,19.74,0.00,50.00,0.00,0.00,9.00,0.00,428.00
002530,20.30,19.74,0.00,50.02,0.00,0.00,9.00,0.00,428.00
002537,20.30,19.74,0.00,50.08,0.00,0.00,9.00,0.00,427.00
002544,20.30,19.73,0.00,50.10,0.00,0.00,8.40,0.00,426.00
002550,20.30,19.73,0.00,50.11,0.00,0.00,9.00,0.00,426.00
002557,20.30,19.74,0.00,50.15,0.00,0.00,8.50,0.00,426.00
002604,20.30,19.72,0.00,50.15,0.00,0.00,8.70,0.00,426.00
002611,20.30,19.75,0.00,50.10,0.00,0.00,9.00,0.00,426.00
002617,20.30,19.73,0.00,50.04,0.00,0.00,8.30,0.00,425.00
002624,20.30,19.75,0.00,50.09,0.00,0.00,9.00,0.00,426.00
002631,20.30,19.73,0.00,50.09,0.00,0.00,8.20,0.00,425.00
002638,20.30,19.73,0.00,50.08,0.00,0.00,8.90,0.00,426.00
002644,20.20,19.73,0.00,50.09,0.00,0.00,9.00,0.00,426.00
002651,20.20,19.73,0.00,50.13,0.00,0.00,7.50,0.00,426.00
002658,20.20,19.73,2.70,50.08,0.00,0.00,9.00,0.00,426.00
002705,20.20,19.73,0.00,50.11,0.00,0.00,7.60,0.00,428.00
002711,20.20,19.74,0.00,50.13,0.00,0.00,9.00,0.00,428.00
002718,20.30,19.73,0.00,50.14,0.00,0.00,8.10,0.00,427.00
002725,20.20,19.72,0.00,50.16,0.00,0.00,8.70,0.00,427.00
002732,20.20,19.74,0.00,50.16,0.00,0.00,9.00,0.00,426.00
002738,20.20,19.73,0.00,50.14,0.00,0.00,7.00,0.00,426.00
002745,20.20,19.72,0.00,50.15,0.00,0.00,9.00,0.00,426.00
002752,20.30,19.73,0.00,50.14,0.00,0.00,6.80,0.00,427.00
002759,20.30,19.74,0.00,50.12,0.00,0.00,9.00,0.00,426.00
002805,20.30,19.74,0.00,50.09,0.00,0.00,8.50,0.00,425.00
002812,20.30,19.72,0.00,50.03,0.00,0.00,8.10,0.00,425.00
002819,20.30,19.74,0.00,49.98,0.00,0.00,8.30,0.00,426.00
002826,20.30,19.74,0.00,49.96,0.00,0.00,6.80,0.00,425.00
002832,20.20,19.73,0.00,49.90,0.00,0.00,9.00,0.00,426.00
002839,20.30,19.73,0.00,49.92,0.00,0.00,7.20,0.00,425.00
002846,20.20,19.72,0.00,49.96,0.00,0.00,8.40,0.00,425.00
002853,20.20,19.72,0.00,50.01,0.00,0.00,9.00,0.00,425.00
002900,20.30,19.74,0.00,49.98,0.00,0.00,7.40,0.00,426.00
002906,20.20,19.72,0.00,49.92,0.00,0.00,9.00,0.00,427.00
002913,20.20,19.73,0.00,49.96,0.00,0.00,7.40,0.00,428.00
002920,20.20,19.73,0.00,49.99,0.00,0.00,9.00,0.00,427.00
002927,20.30,19.73,0.00,49.96,0.00,0.00,8.20,0.00,426.00
002933,20.20,19.72,0.00,49.99,0.00,0.00,8.00,0.00,426.00
002940,20.20,19.73,0.00,50.01,0.00,0.00,9.00,0.00,426.00
002947,20.20,19.73,0.00,50.02,0.00,0.00,7.10,0.00,426.00
002954,20.20,19.73,0.00,50.03,0.00,0.00,9.00,0.00,426.00
003000,20.20,19.73,0.00,50.05,0.00,0.00,8.00,0.00,425.00
003007,20.20,19.74,0.00,50.05,0.00,0.00,9.00,0.00,425.00
003014,20.20,19.73,0.00,50.01,0.00,0.00,9.00,0.00,428.00
003021,20.20,19.72,0.00,50.00,0.00,0.00,7.00,0.00,428.00
003027,20.20,19.74,0.00,50.01,0.00,0.00,9.00,0.00,427.00
003034,20.20,19.73,0.00,49.95,0.00,0.00,7.90,0.00,426.00
003041,20.20,19.73,0.00,49.96,0.00,0.00,8.50,0.00,426.00
003048,20.20,19.72,0.00,49.95,0.00,0.00,9.00,0.00,425.00
003054,20.20,19.74,0.00,49.95,0.00,0.00,7.90,0.00,425.00
003101,20.20,19.74,0.00,49.96,0.00,0.00,9.00,0.00,425.00
003108,20.20,19.74,0.00,49.95,0.00,0.00,7.30,0.00,425.00
003115,20.20,19.72,0.00,49.98,0.00,0.00,9.00,0.00,426.00
003121,20.20,19.74,0.00,49.95,0.00,0.00,9.00,0.00,426.00
003128,20.20,19.73,0.00,49.95,0.00,0.00,9.00,0.00,426.00
003135,20.20,19.72,0.00,49.97,0.00,0.00,9.00,0.00,426.00
003142,20.20,19.74,0.00,50.01,0.00,0.00,9.00,0.00,426.00
003148,20.20,19.73,0.00,50.04,0.00,0.00,9.00,0.00,426.00
003155,20.20,19.72,0.00,50.02,0.00,0.00,7.80,0.00,426.00
003202,20.20,19.73,0.00,50.03,0.00,0.00,8.20,0.00,427.00
003209,20.20,19.72,0.00,50.02,0.00,0.00,9.00,0.00,425.00
003215,20.20,19.72,0.00,50.04,0.00,0.00,8.40,0.00,425.00
003222,20.20,19.73,0.00,49.95,0.00,0.00,9.00,0.00,425.00
003229,20.20,19.73,0.00,49.90,0.00,0.00,7.50,0.00,425.00
003236,20.20,19.74,0.00,49.86,0.00,0.00,9.00,0.00,425.00
003242,20.20,19.72,0.00,49.90,0.00,0.00,8.80,0.00,425.00
003249,20.20,19.73,0.00,49.86,0.00,0.00,9.00,0.00,424.00
003256,20.20,19.74,0.00,49.91,0.00,0.00,9.00,0.00,425.00
003303,20.20,19.73,0.00,49.92,0.00,0.00,7.30,0.00,425.00
003309,20.20,19.72,0.00,49.90,0.00,0.00,8.90,0.00,425.00
003316,20.20,19.73,0.00,49.88,0.00,0.00,7.80,0.00,425.00
003323,20.20,19.72,0.00,49.93,0.00,0.00,8.20,0.00,426.00
003330,20.20,19.72,0.00,49.98,0.00,0.00,8.20,0.00,426.00
003337,20.20,19.73,0.00,50.02,0.00,0.00,8.10,0.00,426.00
003343,20.20,19.72,0.00,50.03,0.00,0.00,9.00,0.00,426.00
003350,20.20,19.73,0.00,50.07,0.00,0.00,7.90,0.00,425.00
003357,20.20,19.73,0.00,50.05,0.00,0.00,9.00,0.00,426.00
003404,20.20,19.72,0.00,50.02,0.00,0.00,8.60,0.00,426.00
003410,20.20,19.71,0.00,50.02,0.00,0.00,9.00,0.00,425.00
003417,20.20,19.74,0.00,49.98,0.00,0.00,9.00,0.00,425.00
003424,20.20,19.72,0.00,49.93,0.00,0.00,7.90,0.00,425.00
003431,20.20,19.72,0.00,49.89,0.00,0.00,9.00,0.00,426.00
003437,20.20,19.72,0.00,49.91,0.00,0.00,9.00,0.00,425.00
003444,20.20,19.73,0.00,49.91,0.00,0.00,9.00,0.00,424.00
003451,20.20,19.73,0.00,49.92,0.00,0.00,9.00,0.00,424.00
003458,20.20,19.73,0.00,49.96,0.00,0.00,7.70,0.00,425.00
003504,20.20,19.72,0.00,49.96,0.00,0.00,9.00,0.00,426.00
003511,20.20,19.73,0.00,49.98,0.00,0.00,7.20,0.00,426.00
003518,20.20,19.75,0.00,50.05,0.00,0.00,8.30,0.00,425.00
003525,20.20,19.73,0.00,50.01,0.00,0.00,7.40,0.00,426.00
003531,20.30,19.72,0.00,49.87,0.00,0.00,9.00,0.00,427.00
003538,20.20,19.70,0.00,49.87,0.00,0.00,9.00,0.00,427.00
003545,20.30,19.71,0.00,49.92,0.00,0.00,7.70,0.00,427.00
003552,20.30,19.71,0.00,49.96,0.00,0.00,8.60,0.00,429.00
003558,20.20,19.71,0.00,49.94,0.00,0.00,7.80,0.00,428.00
003605,20.20,19.71,0.00,49.95,0.00,0.00,8.10,0.00,427.00
003612,20.20,19.71,0.00,49.98,0.00,0.00,9.00,0.00,426.00
003619,20.30,19.71,0.00,49.99,0.00,0.00,8.30,0.00,426.00
003625,20.20,19.71,0.00,49.98,0.00,0.00,9.00,0.00,426.00
003632,20.20,19.71,0.00,50.00,0.00,0.00,6.60,0.00,426.00
003639,20.20,19.71,0.00,49.96,0.00,0.00,8.50,0.00,425.00
003646,20.20,19.71,0.00,49.96,0.00,0.00,8.00,0.00,426.00
003653,20.20,19.72,0.00,49.98,0.00,0.00,7.90,0.00,427.00
003659,20.20,19.71,0.00,49.95,0.00,0.00,9.00,0.00,426.00
003706,20.20,19.72,0.00,49.97,0.00,0.00,7.70,0.00,426.00
003713,20.20,19.72,0.00,49.96,0.00,0.00,8.90,0.00,425.00
003720,20.20,19.71,0.00,49.92,0.00,0.00,8.80,0.00,425.00
003726,20.20,19.70,0.00,49.95,0.00,0.00,9.00,0.00,424.00
003733,20.20,19.71,0.00,49.96,0.00,0.00,9.00,0.00,426.00
003740,20.20,19.70,0.00,49.96,0.00,0.00,8.30,0.00,425.00
003747,20.20,19.71,0.00,49.97,0.00,0.00,9.00,0.00,425.00
003753,20.20,19.71,0.00,49.98,0.00,0.00,6.80,0.00,426.00
003800,20.20,19.70,0.00,50.01,0.00,0.00,8.90,0.00,426.00
003807,20.30,19.70,0.00,49.99,0.00,0.00,8.00,0.00,426.00
003814,20.30,19.70,0.00,50.01,0.00,0.00,8.10,0.00,426.00
003820,20.30,19.71,0.00,50.02,0.00,0.00,8.60,0.00,426.00
003827,20.30,19.70,0.00,50.00,0.00,0.00,6.80,0.00,426.00
003834,20.30,19.71,0.00,49.98,0.00,0.00,8.10,0.00,425.00
003841,20.20,19.70,0.00,49.99,0.00,0.00,8.00,0.00,426.00
003847,20.30,19.72,0.00,50.01,0.00,0.00,8.00,0.00,427.00
003854,20.20,19.71,0.00,49.99,0.00,0.00,8.80,0.00,426.00
003901,20.20,19.71,0.00,49.97,0.00,0.00,8.90,0.00,427.00
003908,20.20,19.71,0.00,49.97,0.00,0.00,8.70,0.00,426.00
003915,20.20,19.71,0.00,49.98,0.00,0.00,8.40,0.00,426.00
003922,20.30,19.69,0.00,49.95,0.00,0.00,9.00,0.00,425.00
003928,20.20,19.71,0.00,49.96,0.00,0.00,8.60,0.00,425.00
003935,20.30,19.69,3.90,49.96,0.00,0.00,7.40,0.00,425.00
003942,20.30,19.70,0.00,49.98,0.00,0.00,9.00,0.00,424.00
003949,20.20,19.71,0.00,50.01,0.00,0.00,8.30,0.00,426.00
003955,20.30,19.70,0.00,50.01,0.00,0.00,9.00,0.00,426.00
004002,20.20,19.71,0.00,50.00,0.00,0.00,8.20,0.00,426.00
004009,20.20,19.69,0.00,49.94,0.00,0.00,8.40,0.00,426.00
004016,20.20,19.72,0.00,49.95,0.00,0.00,9.00,0.00,426.00
